"","Date","title"
"8298"," 2/14","[推薦] 你好!台灣熱狗"
"8299"," 2/14","[活動] 大支台北演唱會@The Wall"
"8300"," 2/14","Big L 未正式發表曲目〈Don’t Sleep〉"
"8301"," 2/14","Slum Village將要復出!!"
"8302"," 2/14","[推薦] 分享一個hip-hop網站 HotNewHipHop"
"8303"," 2/14","[推薦] 最後一次情人節 - Way 韓森 少爺"
"8304"," 2/15","[推薦] 2/15陰府門 嘻哈服飾新貨更新"
"8305"," 2/15","Re: [推薦] 你好!台灣熱狗"
"8306"," 2/16","[推薦] 情人節歌曲 (台灣)"
"8307"," 2/18","[推薦] BP-Throw it away"
"8308"," 2/19","[推薦] 國家地理頻道-嘻哈台灣"
"8309"," 2/20","[推薦] DaFellaz - Party n Bullshit"
"8310"," 2/20","[活動]台大嘻研下學期第一次社課"
"8311"," 2/21","[活動] 成大街詩社 本學期課表"
"8312"," 2/21","[推薦] Mac Miller & MC Melodee – 〈Genius〉"
"8313"," 2/21","[推薦] Moka Only – 〈I’m Swanky〉"
"8314"," 2/21","[推薦] Blu – 《UCLA》"
"8315"," 2/21","[推薦] 黑膠文化紀錄片 Vinyl – The Comeback"
"8316"," 2/22","[活動]CONVERSE X GORILLAZ主題展(樂團現場演唱)"
"8317"," 2/22","[推薦] Machine Gun Kelly"
"8318"," 2/23","[推薦] 西岸新星 - Cali Cam"
"8319"," 2/23","[本月] MC HotDog - 嘿嘿TAXI 官方正式MV"
"8320"," 2/23","[活動] 新春大優惠只到這個月底而已喔!!BY陰府門"
"8321"," 2/24","[KUSO] Lil Wayne 和 Eminem 的情人節歌曲"
"8322"," 2/25","[推薦] Curren$y - ""Here"" EP"
"8323"," 2/25","[推薦]Kixxie Siete & Artie McCraft-""Bang Bang"
"8324"," 2/25","[本月] 懷念鳳飛飛BeatTape開放下載"
"8325"," 2/27","[推薦] Drake - OVOXO Anthem (DMX Diss)"
"8326"," 2/28","Re: [本月] MC HotDog - 嘿嘿TAXI 官方正式MV"
"8327"," 2/28","Re: [推薦] Drake - OVOXO Anthem (DMX Diss)"
"8328"," 3/01","[本月] 小春Kenzy(From MJ116)-區間車"
"8329"," 3/01","[本月] Miss Ko - Nikes On My Feet Cover (Mac "
"8330"," 3/01","[推薦] Gorillaz 最新單曲DoYaThing"
"8331"," 3/02","[活動] AP滿人 追逐夢想校園演講"
"8332"," 3/02","[情報] ★大出清★嘻哈服飾買一送一 by陰府門"
"8333"," 3/02","[推薦] K'naan - Is anybody out there?"
"8334"," 3/02","[活動] 杜比斯街頭文化祭 hip hop四大元素明日見"
"8335"," 3/03","創作--諾言"
"8336"," 3/05","[推薦] 冠軍-參劈"
"8337"," 3/07","[本月] XXL 3月Show&Prove: D-Pryde"
"8338"," 3/08","Fw: [情報] 最愛音樂／百代音樂三月發行"
"8339"," 3/09","[推薦] 台灣女生唱的rap"
"8340"," 3/09","[推薦] Barry - The Moment of Life Feat.bboydr"
"8341"," 3/11","我男友給送我的歌曲"
"8342"," 3/12","Fw: [閒聊] 談談職棒球員轉戰藝人的有誰? "
"8343"," 3/12","[推薦] 布朗 - Somewhere (Featuring 白安) MV"
"8344"," 3/13","[推薦] E-So - 自己都不自己"
"8345"," 3/14","[推薦] Wiz Khalifa- Taylor Allderdice Mixtape"
"8346"," 3/14","Re: [推薦] 冠軍-參劈"
"8347"," 3/14","[創作]Valentine's Day"
"8348"," 3/15","[問題] 請問有人知道這首音樂嗎?"
"8349"," 3/16","創作-想你"
"8350"," 3/16","[推薦] Young Souljaz 楊素貞 - 100000伏特"
"8351"," 3/16","[推薦] Young, Wild and Free"
"8352"," 3/16","[推薦] Miss KO - Linnin' It"
"8353"," 3/17","[推薦] 南門 -親愛ed你"
"8354"," 3/17","[推薦]《Back In The Days-回到當初》預告片"
"8355"," 3/17","[推薦] zeebra"
"8356"," 3/17","[推薦] 50 Cent x Eminem - Patiently Waiting ("
"8357"," 3/18","[新聞] 底特律饒舌團體D12 成員變動"
"8358"," 3/19","[問題] 哪裡還可以買到EP"
"8359"," 3/21","[推薦] Noah King 兩首"
"8360"," 3/21","[問題]尋找歌名 MTV台"
"8361"," 3/22","[推薦] Pitbull-Rain over me"
"8362"," 3/22","[推薦] All He Dose Is LIN!"
"8363"," 3/24","[推薦] Rack City Remix 中文字幕"
"8364"," 3/24","[問題] E-SO MIXTAPE"
"8365"," 3/26","[推薦] 大支""兄弟"" 預告"
"8366"," 3/26","有人也喜歡yelawolf嗎?"
"8367"," 3/27","Re: 有人也喜歡yelawolf嗎?"
"8368"," 3/27","[推薦] 開放Beat供大家使用"
"8369"," 3/28","[推薦] 迪拉索之頭號人物 / 第一擊"
"8370"," 3/28","[推薦] W E N Z I - 停止廢話 feat. MC 耀宗"
"8371"," 3/29","[推薦] Puppet Masters"
"8372"," 3/29","[問題] 同好??"
"8373"," 3/30","[創作]如果你有夢 "
"8374"," 3/30","[推薦] Barry-Check out my fresh "
"8375"," 4/01","[創作]撿屍大隊 "
"8376"," 4/01","[推薦] 便宜CD"
"8377"," 4/01","Re: [問題] E-SO MIXTAPE"
"8378"," 4/02","Fw: [影片] 硬派饒舌歌手代言便利貼 (中文字幕)"
"8379"," 4/03","[推薦] Bandcamp"
"8380"," 4/03","[推薦] Rookie(懶惰小哥)-I love movie"
"8381"," 4/04","加拿大東岸Hip Hop樂團Three Sheet今晚@這牆"
"8382"," 4/05","[問題] 有跑車載一群辣妹的嘻哈歌曲MV"
"8383"," 4/05","[推薦] 大支最新專輯 第五波mv ""兄弟""完整版"
"8384"," 4/05","[請問] 請問此網站中的Up & Coming Artists意思"
"8385"," 4/06","[推薦] Game - California Republic (MIXTAPE)"
"8386"," 4/06","[推薦] 請幫我朋友投票 「尋找 新女聲新男聲」"
"8387"," 4/06","[活動] 台灣嘻哈團隊拍攝反核紀錄片募款與教學"
"8388"," 4/07","[推薦] 國蛋GorDoN - 她教我過馬路"
"8389"," 4/08","[推薦] 四歲神童就會作Beats+rapping(汗```)"
"8390"," 4/08","[活動] Mitsu the Beats 4/13 @ The Wall"
"8391"," 4/10","[推薦] 顏冠希新歌~我的天才夢"
"8392"," 4/11","[自介] 阮泰瑞的新歌-詠嘆調"
"8393"," 4/12","[推薦] Sideline Story--- J.Cole"
"8394"," 4/12","[推薦] Barry Take Over Feat.ASH"
"8395"," 4/13","[推薦] 回聲樂團feat.熱狗 -Dear John"
"8396"," 4/13","（新聞）政府花一堆錢瞎拍　不如大支一支MV"
"8397"," 4/13","[推薦] 人人有功練 懂伯「打棒球趣」"
"8398"," 4/16","[推薦] 2PAC 2012演唱會"
"8399"," 4/16","[自介] 嘻哈甜心"
"8400"," 4/17","Re: [自介] 大奶陌生人"
"8401"," 4/17","[問題] 關於Hiphop風格的書籍"
"8402"," 4/17","[推薦] Jake Miller - I'm alright"
"8403"," 4/18","[推薦] Rookadamus "
"8404"," 4/18","[分享] 自製beat。"
"8405"," 4/19","[分享] 同學自製的歌"
"8406"," 4/20","[推薦] AGOGO-早就忘記"
"8407"," 4/20","[問題] E so的mixtape"
"8408"," 4/21","[問題] 請問這款作beat的程式..."
"8409"," 4/22","[推薦] Asher Roth - The Lounge(from mixtape)"
"8410"," 4/22","Re: [問題] 同好??"
"8411"," 4/22","[推薦] 然後 (Shian / L.C. / Jayson / Peatle)"
"8412"," 4/22","[活動] 5/12 Shing02+参劈@The Wall"
"8413"," 4/22","[推薦] Big Poppa"
"8414"," 4/24","表演要怎麼接?"
"8415"," 4/24","[買賣] 售蛋堡演唱會門票兩張"
"8416"," 4/25","[討論] 關於取樣的藝術"
"8417"," 4/25","[推薦] R-flow「取捨一個吸煙區」"
"8418"," 4/25","[問題] 除了黑人 其他人可以唱帶有n*g*az的歌嗎?"
"8419"," 4/25","[推薦]Work Hard, Play Hard / Wiz Khalifa"
"8420"," 4/25","[推薦] Firmosa Familia Vol.1"
"8421"," 4/26","[活動] 台大嘻研社課---Mr.Hanz談東岸取樣"
"8422"," 4/26","[問題] 有類似Lupe Fiasco的風格的歌手嗎"
"8423"," 4/27","[KUSO] 原來印度人唱起饒舌.."
"8424"," 4/27","[新聞] 熱愛嘻哈 台大生夜晚變身DJ"
"8425"," 4/28","[推薦]""The Don""--- NaS"
"8426"," 5/01","[活動] 張震嶽 X MC HotDog領軍 大登陸校園演唱"
"8427"," 5/01","[推薦] Mr. Green-Live from the Streets"
"8428"," 5/01","[KUSO] 饒舌歌手代言便利貼"
"8429"," 5/03","Re: [推薦] Firmosa Familia Vol.1"
"8430"," 5/03","[買賣] 售""Shing02 + DJ A-1 2012/05/12"""
"8431"," 5/03","[推薦]顏冠希新歌-油電雙漲"
"8432"," 5/03","[推薦] Sam Ock"
"8433"," 5/05","[推薦] check my smile笑一個"
"8434"," 5/05","RIP MCA Beastie Boys再也無法合體了..."
"8435"," 5/05","[問題] 最近中文的慢歌"
"8436"," 5/06","[推薦] 大支新MV  蘭芭詞"
"8437"," 5/06","[問題] 類似這樣的歌曲"
"8438"," 5/06","[推薦] yanasay- 踩腳踏車(cover)"
"8439"," 5/07","[問題]適合歡送畢業生的Instrumental請求!"
"8440"," 5/07","[推薦] SoundzImage - Fragrance"
"8441"," 5/08","[問題] 請問台中哪裡有賣hip hop類型的二手CD"
"8442"," 5/08","[推薦]好東西商行xMilkCrates-DopeStuff Mixtape"
"8443"," 5/08","Re: [活動] 5/12 Shing02+参劈@The Wall"
"8444"," 5/08","[問題] 讓人熱血沸騰的歌"
"8445"," 5/11","[推薦] I'm on (Trae tha truth,Wiz Khalifa,Lupe Fiasco,Wale,Big "
"8446"," 5/11","[推薦] MC Keyso - Be Yourself"
"8447"," 5/11","[推薦] 不插電! 2Pac feat. Nas - Thug Mansion"
"8448"," 5/11","[問題] RAP對拍"
"8449"," 5/11","[本月] 南門音樂 賴小泓 - 每天每天"
"8450"," 5/11","[本月] 小春 MIXTAPE"
"8451"," 5/11","[本月] 大支“人”入選年度十大優良專輯"
"8452"," 5/12","[出售] Shing02 + DJ A-1 2012/05/12 新竹 "
"8453"," 5/12","[推薦] Nujabes - Luv (sic) pt.2 Ft.Shingo02"
"8454"," 5/12","[推薦] L.C Feat.Ash.Kenzy-Mom`s Luv"
"8455"," 5/13","[推薦] 大支 - 我的母親"
"8456"," 5/13","[問題] 可以介紹偏R&B的嘻哈嘛?"
"8457"," 5/13","[WR]J.Dilla - Ruff Draft/Donuts"
"8458"," 5/13","[WR]The Stepkids - s/t"
"8459"," 5/14","Re: [問題] RAP對拍"
"8460"," 5/14","Fw: [WR]Jonti - Twiligig"
"8461"," 5/14","[分享] 自製dubstep的beat。"
"8462"," 5/15","[推薦] Krispy Kreme"
"8463"," 5/15","[推薦] 人人有功練R-Flow「R-Flow嫁妹」"
"8464"," 5/15","Re: [問題] RAP對拍"
"8465"," 5/15","[本月] 大支-《人》入圍23屆金曲獎最佳專輯!!"
"8466"," 5/16","Re: [問題] RAP對拍"
"8467"," 5/16","Re: [問題] RAP對拍"
"8468"," 5/16","[KUSO] 小個&布朗..."
"8469"," 5/17","Re: [問題] RAP對拍"
"8470"," 5/17","[推薦] 拷秋勤最新GOOGLE廣告分享"
"8471"," 5/18","[問題] 為什麼沒有台灣歌手唱可以夜店播的歌?"
"8472"," 5/18","[推薦] MC HOTDOG -離開"
"8473"," 5/19","[推薦] 官逼民反MV"
"8474"," 5/21","Re: [推薦] MC HOTDOG -離開 歌詞"
"8475"," 5/21","[自介] 很有興趣的小高中生"
"8476"," 5/22","[問題] Akon 要來台灣????"
"8477"," 5/23","[本月] Lupe Fiasco - Around My Way"
"8478"," 5/24","[本月] 小人新歌--那時"
"8479"," 5/24","[推薦] 這不是台灣地區"
"8480"," 5/24","[推薦] 懶惰小哥-頭髮自理"
"8481"," 5/24","[推薦] Mj116 Feat Arianna Written in the star"
"8482"," 5/25","[活動] 07/13(Fri.) Taio Cruz|泰歐克魯斯 @LUXY"
"8483"," 5/28","[推薦] 南門音樂 陳力僮  苦戀花"
"8484"," 5/30","[活動] DJ KRUSH 二十週年世界巡迴台北站"
"8485"," 5/30","[推薦] JAY Z & Kanye West - No Church In The "
"8486"," 5/31","IAM太犯規了"
"8487"," 6/01","[推薦] 操你的大明星(Tank Diss)"
"8488"," 6/01","[本月] 世新大學自創曲【戴上一個微笑】"
"8489"," 6/02","[本月] 小春 a.k.a Kenzy - Satan"
"8490"," 6/02","Re: [推薦] Mj116 Feat Arianna Written in the star"
"8491"," 6/04","[問題] 哪裡還買的到Nujabes?"
"8492"," 6/04","[問題] 請問mixtpae中的prod是甚麼意思？"
"8493"," 6/04","[推薦] Lisa Lopes 左眼"
"8494"," 6/08","[推薦] 2010, Ice cube - I rep that west"
"8495"," 6/09","[新聞] R.I.P  Lil Phat...  "
"8496"," 6/10","拷秋勤『發生了什麼事?』新專輯南中北巡迴發表會"
"8497"," 6/11","[推薦]BARmania(把妹尼亞)-畢業掰sweet leaving"
"8498"," 6/11","Fw: [新聞] 史國公主來台會知名饒舌樂製作人"
"8499"," 6/12","[新聞]紐約傳奇塗鴉寫手Stay High 149過世 "
"8500"," 6/13","[推薦] Kaohsiung to L.A. by JerryLai & RP"
"8501"," 6/13","[推薦] 【Mixtape】 DJ Jazzy Jeff & Mick Boogi"
"8502"," 6/15","[本月] 熱狗 - 離開 官方MV"
"8503"," 6/16","Re: [本月] 熱狗 - 離開 官方MV"
"8504"," 6/18","[板主辭職] Hip-Hop板 Motion"
"8505"," 6/21","[本月] 熱狗-不吃早餐才是一件很嘻哈的事"
"8506"," 6/22","Fw: [新聞] 大支犯險教育印度童 不做財神寧當小氣鬼"
"8507"," 6/22","[推薦] 張睿銓心目中的《DJ KRUSH》"
"8508"," 6/22","[問題] 頑童 粉紅馬演唱會門票"
"8509"," 6/25","[推薦] Theory Hazit & Toni Shift-We are ones"
"8510"," 6/25","[活動] 拷秋勤官網全新開張"
"8511"," 6/26","[推薦] The Dictator - Aladeen MotherFuckers "
"8512"," 6/27","[問題] 問一首有模仿 熱狗 的歌"
"8513"," 6/27","[推薦] 頑童MJ116  Rack City Remix "
"8514"," 6/27","[KUSO] 今年的BET AWARDS宣傳影片"
"8515"," 6/28","[討論] 李松樺 (Mixtape download link)"
"8516"," 6/30","[問題] 徵求MJ116 7/6(五)粉紅馬演唱會門票，票價可談。"
"8517"," 7/01","[推薦] TIPSY - TXT"
"8518"," 7/01","[情報] Chris Brown Diss Drake  "
"8519"," 7/04","[推薦] NaS - Loco-Motive feat.Large Professor"
"8520"," 7/05","[情報]電影 The Man With The Iron Fists "
"8521"," 7/05","[推薦] 熱狗 Feat張震嶽&關穎 嗨嗨人生"
"8522"," 7/06","[推薦] 滿人 Coming soon…"
"8523"," 7/07","[本月] 黃玠 X 蛋堡 - 放個假 "
"8524"," 7/07","[推薦] 50 cent new LP - 5 (Murder By Numbers)"
"8525"," 7/07","[唸歌] 蘭嶼達悟語rap--""核廢!"""
"8526"," 7/09","[討論] 滿文澤...不...是滿人"
"8527"," 7/10","[問題] 購買Mixtape一問//"
"8528"," 7/11","[推薦] MADSTREET第一名--少爺Mixtape"
"8529"," 7/11","[推薦] 滿人-黑色黃彈 (Black and Yellow Cover)"
"8530"," 7/12","[活動] PTTradio x 熱狗訪問  錄音檔"
"8531"," 7/12","[推薦] Nas - Bye Baby"
"8532"," 7/12","[推薦] DMX - I Dont Dance feat. MGK"
"8533"," 7/14","Re: [推薦] 滿人-黑色黃彈 (Black and Yellow Cover)"
"8534"," 7/14","[問題] 國蛋 飛行少女"
"8535"," 7/15","[推薦] 小春 Kenzy No.1 Hustler MIXTAPE"
"8536"," 7/15","[推薦] Wiz Khalifa - The Grinder MV"
"8537"," 7/16","[推薦] 熊仔 x Hanz, the cypher"
"8538"," 7/17","[創作] New Day's Coming Soon（關於癌童之家）"
"8539"," 7/18","[翻譯]Teach me how to dougie"
"8540"," 7/21","[問題] RSI ALL STAR合輯"
"8541"," 7/22","[買賣] 7/22 熱狗演唱會票一張"
"8542"," 7/22","[推薦] eso-鬼地方"
"8543"," 7/23","[推薦] 參劈(老莫 and 小個) & 熱狗 - 跟我走"
"8544"," 7/27","[活動] Dr. Dre & Snoop Dogg @ Coachella 2012"
"8545"," 7/27","[推薦] BARmania懶惰小哥-TIME"
"8546"," 7/28","[推薦] 美國南方最Gang的Asian Rapper!!!"
"8547"," 7/28","[推薦] 自己的創作-I can do It"
"8548"," 7/28","[討論] 沉艦舟 Yes Diss"
"8549"," 7/29","[討論] 有沒有人要為台灣史上最大媒體怪獸寫歌"
"8550"," 7/29","[買賣] 8/10 LUXY Far East Movement"
"8551"," 7/29","[本月] N2O (當屁 & 小崔 of 三角褲) ﹣幹什麼"
"8552"," 7/30","[推薦] 50 Cent - New Day ft Dr Dre & A.Keys"
"8553"," 7/30","[推薦] 阿姆的""25 to life"" 有翻譯"
"8554"," 7/31","[推薦] 濃濃顏社味"
"8555"," 7/31","[問題] 偶然看到的battle"
"8556"," 8/01","[KUSO] Snoop Lion!?"
"8557"," 8/01","[推薦] 不吃早餐才是一件很嘻哈的事情 最新MV"
"8558"," 8/02","[推薦] RUSSIAN 嘻哈"
"8559"," 8/02","[推薦] Agogo Empire State of Mind Taipei "
"8560"," 8/04","[問題] 抱歉請幫我一個忙"
"8561"," 8/06","[討論] 熱狗說要救某和弦..."
"8562"," 8/06","[賣票] Far East Movement 8/10"
"8563"," 8/07","[推薦] Miss Ko 首波單曲 Slide 預告"
"8564"," 8/09","Re: [本月] N2O (當屁 & 小崔 of 三角褲) ﹣幹什麼"
"8565"," 8/09","[討論]re:plus Let The Story Tell "
"8566"," 8/12","[推薦] THE DEY Get The Feeling "
"8567"," 8/14","[推薦] Miss KO - Slide MV"
"8568"," 8/16","[問題] 請各位高手幫忙聽這首歌"
"8569"," 8/16","[本月] Miss Ko-Just do me"
"8570"," 8/20","[本月] 國蛋GorDoN - 你眼裡的我 ft.Kenzy"
"8571"," 8/22","[推薦] 窮到爆"
"8572"," 8/22","[推薦] 闊到爆"
"8573"," 8/22","[問題] 有沒有比較悲傷的歌曲 適合失戀的人聽的"
"8574"," 8/22","[問題] 想請問一下這首歌"
"8575"," 8/22","[推薦] RPG feat. Juzzy Orange - 愛情十件事"
"8576"," 8/23","Fw: [情報] KREVA Live Taipei "
"8577"," 8/23","[推薦] 優質shamballa香巴拉賣家"
"8578"," 8/23","[分享]自製Jazz Hip-Hop Beat。"
"8579"," 8/23","[推薦] B.C.W. 懶領階級 My Turn"
"8580"," 8/23","[活動] Kero One台灣演出 9/7 @ The Wall"
"8581"," 8/24","[推薦] Tipsy-Hero feat.E.So GorDoN Starr Chen"
"8582"," 8/27","[推薦] TTM Dr.T - 饒舌歌手"
"8583"," 8/27","[問題] 請問Eminem去哪了?"
"8584"," 8/27","[推薦] Wanted Feat Padrino X"
"8585"," 8/27","[推薦] Namewee - We're Gangster"
"8586"," 8/31","[推薦] The Good People - About you"
"8587"," 8/31","[推薦] Kenzy-區間車 "
"8588"," 9/01","[推薦] Barry-Let Em'Know讓他們了"
"8589"," 9/01","[推薦] MI116-壞鄰居 "
"8590"," 9/02","Fw: [新聞] KREVA20日會嘻哈迷 蛋堡助陣"
"8591"," 9/02","[買賣]百萬貧民站出來_發片派對台中站 "
"8592"," 9/03","[問題] 請問一位之前在台灣發過饒舌專輯的男性"
"8593"," 9/04","[推薦] Barry - Feelin Good"
"8594"," 9/04","[分享] 初次做的mix"
"8595"," 9/05","[推薦] Substantial - Home Is Where the Art Is"
"8596"," 9/05","Re: [活動] Kero One台灣演出 9/7 @ The Wall"
"8597"," 9/07","[本月] 大支 人 預告片"
"8598"," 9/07","[推薦] Raco G雞腿飯 - City Never Sleeps"
"8599"," 9/09","[推薦] 馬訓-遲來的信"
"8600"," 9/09","[推薦] 拷秋勤第二張專輯 ""發生了什麼事?"""
"8601"," 9/10","[問題] Beatz by Jo$h"
"8602"," 9/10","[推薦鹹溼SLOWJ]Palette調色盤-I Wanna Fuck You"
"8603"," 9/11","[推薦] 和平世界"
"8604"," 9/12","[本月] Soft Lipa - 房間 (My Chambers) "
"8605"," 9/12","[推薦] Hy-Definition - The Voices"
"8606"," 9/13","[分享] 自製'90風格beat。"
"8607"," 9/14","[分享] 創作～歡迎大家給建議噢"
"8608"," 9/15","[推薦]You Know Wut I Mean(蛋頭&凱凱&陳老師)"
"8609"," 9/16","[問題] 徵求9/29 頑童MJ116粉紅馬演唱會門票"
"8610"," 9/16","[討論] MISS KO-跟著節奏 "
"8611"," 9/17","[出售]拷秋勤專輯 發生什麼事"
"8612"," 9/19","[推薦] 大支、MC仁「洗腦教育」"
"8613"," 9/20","Fw: [活動] 20120920 DanceUnionVol.94 準備來囉!"
"8614"," 9/23","[推薦] BP from HLC - Forever Enemy"
"8615"," 9/23","[問題] 麻吉弟弟???"
"8616"," 9/24","[推薦] Frank Ocean & Deluxe & C2C"
"8617"," 9/26","[問題]關於Young Star-Good Ol' Dayz的原曲"
"8618"," 9/26","[問題] JAZZ 取樣 Hip Hop"
"8619"," 9/28","[推薦]  Shian - 飛越杜鵑窩"
"8620"," 9/29","[推薦] Edo. G - Stop It...回歸原始~"
"8621"," 9/29","[問題] 請問有一集大支上大學生了沒"
"8622","10/01","[推薦] 房祖名&龔芝怡-最好的我 "
"8623","10/01","[推薦] E So L.C. UFEELME? Shian Jayson Peatle"
"8624","10/02","[推薦] Jaden Smith - The Cool Cafe(Mixtape)"
"8625","10/03","[推薦] Tech N9ne-E.B.A.H"
"8626","10/03","[推薦] Funny Joke - 給自己的歌"
"8627","10/03","[本月] 大支-""人"" MV正式版"
"8628","10/04","[創作] 自製beat分享。"
"8629","10/05","[推薦]Funky DL-Sometimes I Have To Wonder EP"
"8630","10/05","[問題] 有人有備份到這首嘛?"
"8631","10/07","[推薦] Palette 調色盤 -門打開 新歌好聽!!"
"8632","10/08","[推薦] 拷秋勤--電光影戲夢"
"8633","10/08","[推薦] 台灣田螺王 - 純天然饒舌歌手"
"8634","10/08","[推薦] 再攪阿。"
"8635","10/09","[問題] young souljaz- she be like lyrics "
"8636","10/09","[推薦] ESO-神經病"
"8637","10/09","[推薦] 如果你喜歡Mac Miller   請進"
"8638","10/10","[推薦] MISS KO 葛仲珊 - 打破他 ft. E-SO"
"8639","10/10","[問題] 請教此首歌的原曲"
"8640","10/10","[推薦] Lupe Fiasco - Kick Push "
"8641","10/11","[本月]Back in the days-回到當初台灣嘻哈紀錄片"
"8642","10/12","[推薦] 韓森-香煙是會呼吸的痛"
"8643","10/13","[推薦] 嘻哈應該很適合 Lyric Video"
"8644","10/15","[問題] 剛寫好的歌　該定義啥曲風"
"8645","10/17","[討論]有牛肉的味道?"
"8646","10/18","[推薦] 無敵忍者龜（Argi diss）"
"8647","10/19","[推薦] Kenzy-Outro(陶醉在音樂)-Feat BP Remix"
"8648","10/19","[推薦] 夜曲(Enjoy The Vibe) - Juzzy Orange"
"8649","10/20","[討論] 聽了約10年的台灣饒舌音樂小小感想"
"8650","10/20","[推薦] 國蛋GorDon-Hottest in the Game ft.ESO"
"8651","10/20","[推薦] Ill manors"
"8652","10/21","Re: [討論] 聽了約10年的台灣饒舌音樂小小感想"
"8653","10/23","Re: [討論] 聽了約10年的台灣饒舌音樂小小感想"
"8654","10/24","[推薦] JY ""這圈子""ft.大支"
"8655","10/25","[推薦] YZ - Made You Look"
"8656","10/26","[推薦] L.B.C - 無局少年 Ft. 小胖&Tower(J.O)"
"8657","10/26","Re: [推薦] YZ - Made You Look"
"8658","10/27","[推薦] BAD KIDS 惡童 Bad kids X Triple T"
"8659","10/30","[創作]自己作的beat，請大家指教..."
"8660","10/30","[推薦] 南門音樂 Mr.STRIKE - 把不起美眉就巴頭"
